project_name,description,issued_date,housing_units,number_of_floors,original_address_1,original_zip,council_district,completed_date,link,clean_address,clean_address_2,city,state,country
11308 Hollister Dr,New 2 Story S.F. Residence W/Attached Garage CovD Patio & CovD Porch. (See 2006-003099 for final building),2006-12-08,1,2,11308 HOLLISTER DR,78739,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=740264,11308 HOLLISTER DRIVE,NA,Austin,Texas,United States
5345 Agatha Cir,New Two Story Sf Res W/Attached W/Covd Patio & Porches - Smart Housing,2006-12-14,1,2,5345 AGATHA CIR,78724,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=740383,5345 AGATHA CIR,NA,Austin,Texas,United States
10900 Short Springs Dr,New 2 Story Sf Res W Att Garage And Cov Porch,2006-12-14,1,2,10900 SHORT SPRINGS DR,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=740347,10900 SHORT SPRINGS DRIVE,NA,Austin,Texas,United States
9721 RIAS WAY BLDG B,New 1 Stry Sf Res. Att Garage Covd Patio Covd Porch.,2007-01-10,1,1,9721 RIAS WAY,78717,6,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=741222,9721 RIAS WAY,NA,Austin,Texas,United States
5617 COLINTON AVE,New 2 Story Res W Att Garage And Cov Porch/Patio,2006-12-04,1,2,5617 COLINTON AVE,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=740738,5617 COLINTON AVE,NA,Austin,Texas,United States
8909 Quick Stream Dr,New One Story Sf Res W/Attached Garage W/Covd Patio & Porch - Smart Housing,2006-12-06,1,1,8909 QUICK STREAM DR,78724,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=739378,8909 QUICK STREAM DRIVE,NA,Austin,Texas,United States
12405 Alcanza Dr,New Two Story Sf Res W/Attached Garage W/Covd Patio And Porch*Stratus Bank Only Bldg. Waived Not Trades***,2006-12-04,1,2,12405 ALCANZA DR,78739,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=738853,12405 ALCANZA DRIVE,NA,Austin,Texas,United States
8009 Levata Dr,** Dormant** Not Building This Home-Per Cindi Gilcrest-12-15-06 New 1-Story Sf Res Attached 22 Drop Garage Covered Porch Uncovered Patio. *Stratus Bank*Bldg Fee Waived Only (Not Trades),2006-12-07,1,1,8009 LEVATA DR,78739,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=739791,8009 LEVATA DRIVE,NA,Austin,Texas,United States
5520 COLINTON AVE,New 2 Story S.F. Residence W/Attached Garage CovD Patio & CovD Porch.,2006-12-18,1,2,5520 COLINTON AVE,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=742408,5520 COLINTON AVE,NA,Austin,Texas,United States
9109 Laguna Woods Dr,New 2 Story Sf Res. Att Garage Covd Patio Covd Porch.,2006-12-21,1,2,9109 LAGUNA WOODS DR,78717,6,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=740343,9109 LAGUNA WOODS DRIVE,NA,Austin,Texas,United States
9008 Quick Stream Dr,New 2 Story Sf Res. Att Garage Covd Porch Covd Patio.  **Smart Housing**  **Elev Cert Reqd**,2006-12-12,1,2,9008 QUICK STREAM DR,78724,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=741363,9008 QUICK STREAM DRIVE,NA,Austin,Texas,United States
6701 Jester Blvd,Two Story Sf Res With CovRd Patios CovRd Porches CovRd & UncovRd Balconies.,2006-12-22,1,2,6701 JESTER BLVD,78750,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=733585,6701 JESTER BOULEVARD,NA,Austin,Texas,United States
5437 Agatha Cir,One Story Sf Res W/ Attached Carport CovD Porch & CovD Balcony *Smart Housing*,2007-01-02,1,1,5437 AGATHA CIR,78724,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=740443,5437 AGATHA CIR,NA,Austin,Texas,United States
308 Camperdown Elm Dr,New 2 Story Single Fam Res W Att Garage And Cov Porch Only,2007-01-18,1,2,308 CAMPERDOWN ELM DR,78748,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=750440,308 CAMPERDOWN ELM DRIVE,NA,Austin,Texas,United States
2615 GEORGIA COLEMAN BND,New 1 Story Sf Res W Att Garage And Cov Porch/Patio,2006-12-22,1,1,2615 GEORGIA COLEMAN BND,78748,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=740705,2615 GEORGIA COLEMAN BND,NA,Austin,Texas,United States
1509 CORIANDER DR,**Smart Housing**  New 1-Story Sf Res Attached Gargae Covered Porch And Patio.,2006-12-12,1,1,1509 CORIANDER DR,78741,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=740354,1509 CORIANDER DRIVE,NA,Austin,Texas,United States
7300 Moon Rock Rd,New Two Story Sf Res W/ CovD Patio & CovD Porch,2006-12-07,1,2,7300 MOON ROCK RD,78739,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=741729,7300 MOON ROCK ROAD,NA,Austin,Texas,United States
1104 E 2ND ST,New 1-Story Sf Res Covered Wood Deck At Ground Level.,2007-01-19,1,1,1104 E 2ND ST,78702,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=739618,1104 EAST 2ND STREET,NA,Austin,Texas,United States
1529 CORIANDER DR,New One Story Res W/Att Garage Covered Patio & Porch (S.M.A.R.T Housing) ( 2 Bathrooms 5/8 Meter),2006-12-08,0,1,1529 CORIANDER DR,78741,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=739642,1529 CORIANDER DRIVE,NA,Austin,Texas,United States
328 Camperdown Elm Dr,New 2 Story Res W Att Garage And Cov Porch,2007-01-04,1,2,328 CAMPERDOWN ELM DR,78748,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=740452,328 CAMPERDOWN ELM DRIVE,NA,Austin,Texas,United States
1522 Weatherford Dr,New 1-Story Sf Res Attached Garage Covered Porch And Patio.,2006-12-07,1,1,1522 WEATHERFORD DR,78754,7,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=738763,1522 WEATHERFORD DRIVE,NA,Austin,Texas,United States
2303 MANANA ST,New 2 Story Sf Res. Att Garage Covd Porch Covd Patio Balcony. See Comments Re: Co.,2007-01-08,1,2,2303 MANANA ST,78730,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=734740,2303 MANANA STREET,NA,Austin,Texas,United States
10212 FOSSMOOR ST,New Single Story Sf Res W/ Attached Garage CovD Porch & CovD Patio,2006-12-19,1,1,10212 FOSSMOOR ST,78717,6,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=739683,10212 FOSSMOOR STREET,NA,Austin,Texas,United States
11901 Lansdowne Rd,New 2 Story Residence W/Attached Garage CovD Patio & CovD Porch.,2006-12-12,1,2,11901 LANSDOWNE RD,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=740223,11901 LANSDOWNE ROAD,NA,Austin,Texas,United States
7609 Jaborandi Dr,"New 2 Story Sf Res. Att Garage Covd Porch Covd Patio.
*Stratus Bank* Bldg Fee Waived (Not Trades)",2006-12-18,1,2,7609 JABORANDI DR,78739,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=740409,7609 JABORANDI DRIVE,NA,Austin,Texas,United States
12004 Lansdowne Rd,New One Story Sf Res W/ Attached Garage CovD Patio & CovD Porch,2007-01-12,1,1,12004 LANSDOWNE RD,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=741255,12004 LANSDOWNE ROAD,NA,Austin,Texas,United States
7600 Menler Dr,New 2 Story Res W/ Att Garage And Cov Porch/Patio,2006-12-07,1,2,7600 MENLER DR,78735,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=742407,7600 MENLER DRIVE,NA,Austin,Texas,United States
1908 BREMEN ST,New Two Sf Res With Att Gar CovRd Porch CovRd Patio,2006-12-12,1,2,1908 BREMEN ST,78703,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=740385,1908 BREMEN STREET,NA,Austin,Texas,United States
1600 Pavelich Pass,**Cancel Permit*New 1 Story Residence W/Attached Garage CovD Patio & CovD Porch.,2006-12-21,1,1,1600 PAVELICH PASS,78748,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=740574,1600 PAVELICH PASS,NA,Austin,Texas,United States
1100 Tillery St,Rebuild Existing Sf Residence  &  ( 2 Fam Res On Separate Pmt),2006-10-05,1,2,1100 TILLERY ST,78702,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=735928,1100 TILLERY STREET,NA,Austin,Texas,United States
6701 Jester Blvd,Detached 1 Story Guest House.,2006-12-22,1,1,6701 JESTER BLVD,78750,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=740788,6701 JESTER BOULEVARD,NA,Austin,Texas,United States
1411 CONCORDIA AVE UNIT B,"New Two Story Secondary Apartment W/2nd Fl Balcony (LDC-25-2-1463 see conditions below)
parking is prohibited in the front yard per ord #2006-0406-050 (17 x 17 & addl 8.5 x 17 parking pad provided) urban core parking reduction ord#031120-44 from 4 to 3 off street parking spaces.",2007-01-02,2,2,1411 CONCORDIA AVE UNIT B,78722,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=740964,1411 CONCORDIA AVE UNIT B,NA,Austin,Texas,United States
11825 Lansdowne Rd,New 1 Story Residence W/Attached Garage CovD Porch & UncovD Patio.,2006-12-11,1,1,11825 LANSDOWNE RD,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=740222,11825 LANSDOWNE ROAD,NA,Austin,Texas,United States
5645 COLINTON AVE,New One Story Sf Res W/Attached Garage W/Covd Patio & Porch,2006-12-22,1,1,5645 COLINTON AVE,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=740627,5645 COLINTON AVE,NA,Austin,Texas,United States
2711 Park View Dr,Rebuild New 1 Story Sf Res W/ Carport Over Previous Build Footprint.,2006-12-06,1,1,2711 PARK VIEW DR,78757,7,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=740202,2711 PARK VIEW DRIVE,NA,Austin,Texas,United States
5624 LIBERTON LN,New 2 Story Res W Att Garage And Cov Porch And Patio,2007-01-05,1,2,5624 LIBERTON LN,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=741050,5624 LIBERTON LANE,NA,Austin,Texas,United States
9001 Quick Stream Dr,New 2 Story S.F. Residence W/Attached Garage CovD Porch & CovD Patio. *S.M.A.R.T Housing*,2006-12-18,1,2,9001 QUICK STREAM DR,78724,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=740388,9001 QUICK STREAM DRIVE,NA,Austin,Texas,United States
5414 Evans Ave,New Two Family Residential (Secondary Apt)(25-2-774) Above New Detached Garage,2006-12-06,1,2,5414 EVANS AVE UNIT B,78751,4,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=740123,5414 EVANS AVE UNIT B,NA,Austin,Texas,United States
12513 SKY HARBOR DR,New 1 Story S.F. Residence W/Attached Garage CovD Porch & CovD Patio. -*S.M.A.R.T Housing*,2006-12-21,1,1,12513 SKY HARBOR DR,78617,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=755284,12513 SKY HARBOR DRIVE,NA,Austin,Texas,United States
10909 Short Springs Dr,New 2 Story Sf Res W Att Garage And Cov Porch,2006-12-28,1,2,10909 SHORT SPRINGS DR,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=740757,10909 SHORT SPRINGS DRIVE,NA,Austin,Texas,United States
11605 HOLLISTER DR,New 2 Story Sf Res. Att Garage Covd Porch Covd Patio.,2006-12-21,1,2,11605 HOLLISTER DR,78739,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=742176,11605 HOLLISTER DRIVE,NA,Austin,Texas,United States
10720 STRAW FLOWER DR,New 1 Story Res W/ Att Garage And Cov Porch/Patio **voided permit life safety pmt issued**,2006-12-07,1,1,10720 STRAW FLOWER DR,78733,NA,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=739793,10720 STRAW FLOWER DRIVE,NA,Austin,Texas,United States
1629 CORIANDER DR,New 2 Story Res W/ Att Garage And Cov Porch/Patio**Smart Housing**,2006-12-06,1,2,1629 CORIANDER DR,78741,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=739706,1629 CORIANDER DRIVE,NA,Austin,Texas,United States
4900 SANTA ANNA ST,New 2-Story Sf Res Covered Porch.,2007-01-10,1,2,1127 NICKOLS AVE,78721,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=741054,1127 NICKOLS AVE,NA,Austin,Texas,United States
13205 KENSWICK DR,New 1 Story Sf Res. Att Garage Covd Patio Covd Porch.,2006-12-21,1,1,13205 KENSWICK DR,78753,7,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=740386,13205 KENSWICK DRIVE,NA,Austin,Texas,United States
8905 Quick Stream Dr,New 2 Story S.F. Residence W/Attached Garage CovD Porch CovD Patio & Garage Storage. *S.M.A.R.T Housing*,2006-12-13,1,2,8905 QUICK STREAM DR,78724,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=739328,8905 QUICK STREAM DRIVE,NA,Austin,Texas,United States
5524 Colinton Ave,New 1 Story S.F. Residence W/Attached Garage CovD Porch & UncovD Patio.,2006-12-06,1,1,5524 COLINTON AVE,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=740166,5524 COLINTON AVE,NA,Austin,Texas,United States
5724 WALSER CV BLDG WB4,"New 1 Story Sf Res. Att Garage Covd Patio Covd Porch.
*Stratus Bank* Bldg Fee Waived (Not Trades)",2006-12-18,1,1,5724 WALSER CV,78735,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=740406,5724 WALSER CV,NA,Austin,Texas,United States
5636 LIBERTON LN,New 1 Story Res W Att Garage And Cov Porch,2007-01-05,1,1,5636 LIBERTON LN,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=741049,5636 LIBERTON LANE,NA,Austin,Texas,United States
4705 WESTSLOPE CIR,"Three Story Sf Res W/ Attached Garage CovD Patio & CovD Porch & Guest House
*************VOIDED per new Life-Safety Permit - see 2013-043608 PR.  10/17/13 PY.************",2006-12-15,1,3,4705 WESTSLOPE CIR,78731,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=740063,4705 WESTSLOPE CIR,NA,Austin,Texas,United States
9000 Quick Stream Dr,Flood Plain Rev Reqd. New 1 Story Sf Res. Att Garage Covd Porch.  **Smart Housing** **Elev Cert Reqd**,2006-12-12,1,1,9000 QUICK STREAM DR,78724,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=740263,9000 QUICK STREAM DRIVE,NA,Austin,Texas,United States
4610 WINDY BROOK DR,New Two Story Duplex W/ Attached Garage Breezeway CovD Patio CovD Porch & CovD Balcony,2006-12-11,1,2,4610 WINDY BROOK DR,78723,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=737691,4610 WINDY BROOK DRIVE,NA,Austin,Texas,United States
4501 Ari Ct,New Two Story Sf Res W/ Att Gar CovRd Patio CovRd Porch UncovRd Balcony & Storage,2006-12-28,NA,2,4501 ARI CT,78741,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=750489,4501 ARI CT,NA,Austin,Texas,United States
8917 Quick Stream Dr,New 2 Story S.F. Residence W/Attached Garage CovD Porch & CovD Patio. *S.M.A.R.T Housing*,2006-12-13,1,2,8917 QUICK STREAM DR,78724,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=740110,8917 QUICK STREAM DRIVE,NA,Austin,Texas,United States
5612 COLINTON AVE,New 2-Story Sf Res Attached Garage Covered Porch And Patio.,2006-12-13,1,2,5612 COLINTON AVE,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=740266,5612 COLINTON AVE,NA,Austin,Texas,United States
8016 LEVATA DR,"New 1 Story Res W Att Garage And Cov Porch
**Stratus Bank Bldg Waived Only Not Trades**",2007-01-03,1,1,8016 LEVATA DR,78739,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=740879,8016 LEVATA DRIVE,NA,Austin,Texas,United States
5529 COLINTON AVE,New One Story Sf Res W/Attached Garage W/Covd Patio & Porch,2006-12-22,1,1,5529 COLINTON AVE,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=740635,5529 COLINTON AVE,NA,Austin,Texas,United States
1304 Morgan Ln,Detached Garage W/ Two Family Residential Above (Ldc 25-2-774),2006-12-07,1,2,1304 MORGAN LN,78704,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=763122,1304 MORGAN LANE,NA,Austin,Texas,United States
1509 ACACIA BUD DR,New 1 Story Sf Res. Att Garage Covd Patio.,2007-01-09,1,1,1509 ACACIA BUD DR,78733,NA,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=741143,1509 ACACIA BUD DRIVE,NA,Austin,Texas,United States
3609 LAWTON AVE,New 2 Story Duplex. Covd Patio Covd Porch Mech Rm.,2006-12-11,2,2,3609 LAWTON AVE,78731,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=737792,3609 LAWTON AVE,NA,Austin,Texas,United States
806 E 30TH ST,New 2 Sty Sf Residence W/Cvd Porch And A Circular Dw (Flood Plain Variance Approval 2006-0504-040),2006-12-08,1,2,806 E 30TH ST,78705,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=715166,806 EAST 30TH STREET,NA,Austin,Texas,United States
10309 Grizzly Oak Dr,New 2 Story Res W Att Garage And Cov Porch,2007-01-04,1,2,10309 GRIZZLY OAK DR,78748,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=740434,10309 GRIZZLY OAK DRIVE,NA,Austin,Texas,United States
9001 Quick Stream Dr,New 1 Story S.F. Residence W/Attached Garage CovD Patio & CovD Porch. *S.M.A.R.T Housing*,2006-12-06,1,1,9001 QUICK STREAM DR,78724,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=739241,9001 QUICK STREAM DRIVE,NA,Austin,Texas,United States
5528 COLINTON AVE,New 2 Story S.F. Residence W/Attached Garage CovD Patio & CovD Porch.,2007-01-02,1,2,5528 COLINTON AVE,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=739603,5528 COLINTON AVE,NA,Austin,Texas,United States
5625 COLINTON AVE,New 2-Story Sf Res Attached Garage Covered Porch And Patio.,2006-11-21,1,2,5625 COLINTON AVE,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=739719,5625 COLINTON AVE,NA,Austin,Texas,United States
5324 Agatha Cir,New Two Story Sf Res W/ Attached Carport & Storage Saddle. **Smart Housing**,2006-11-13,1,2,5324 AGATHA CIR,78724,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=734853,5324 AGATHA CIR,NA,Austin,Texas,United States
8713 Alum Rock Dr,New 1 Story Single Fam Res W/Att Garage And Cov Porch **Smart Housing** **Model Home** Dcain,2006-11-16,1,1,8713 ALUM ROCK DR,78747,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=738674,8713 ALUM ROCK DRIVE,NA,Austin,Texas,United States
5609 Colinton Ave,New 1-Story Sf Res Attached Garage Covered Porch And Patio.,2006-11-16,1,1,5609 COLINTON AVE,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=739964,5609 COLINTON AVE,NA,Austin,Texas,United States
