project_name,description,issued_date,housing_units,number_of_floors,original_address_1,original_zip,council_district,completed_date,link,clean_address,clean_address_2,city,state,country,"gl(n(), chunk_size, length = n())"
11016 TRUE VALOR DR,New single family residence,2026-04-07,1,1,11016 TRUE VALOR DR,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13680996,11016 TRUE VALOR DRIVE,NA,Austin,Texas,United States,1
7412 PULLMAN CV,Freestone S353 D Right New - 1 Story SFR w/ 4 bedrooms 2 bathrooms attached 2 car garage covered entry porch and patio required parking: 2.,2026-03-30,1,1,7412 PULLMAN CV,78747,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13675488,7412 PULLMAN CV,NA,Austin,Texas,United States,1
9600 GOLDEN LION DR,"New construction of 1 story sfr with 4 beds 3 baths attached 2 car garage covered entry porch and patio

PUD",2026-04-15,1,1,9600 GOLDEN LION DR,78744,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13686387,9600 GOLDEN LION DRIVE,NA,Austin,Texas,United States,1
7401 PULLMAN CV,Balboa S415 C Left New - 1 Story SFR w/ 5 bedrooms 3 bathrooms attached 2 car garage covered entry porch and patio required parking: 2.,2026-03-23,1,1,7401 PULLMAN CV,78747,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13673007,7401 PULLMAN CV,NA,Austin,Texas,United States,1
8813 GOLDEN LION DR,"New construction of 2 story SFR with 4 beds 3.5 baths attached 3 car garage covered entry porch andptio

PUD",2026-02-13,1,2,8813 GOLDEN LION DR,78744,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13647397,8813 GOLDEN LION DRIVE,NA,Austin,Texas,United States,1
8801 BREEZE HILL DR,"New SFR 1- Story 4 bedroom 2.5 bath with attached 2-car garage covered front porch and covered rear patio

PUD",2026-03-03,1,1,8801 BREEZE HILL DR,78744,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13662534,8801 BREEZE HILL DRIVE,NA,Austin,Texas,United States,1
13209 KEEFER DR,Dexter 3317 C Left New - 2 Story SFR CONDOMINUM w/ 3 bedrooms 2.5 bathrooms attached 2 car garage covered entry porch and patio FFE: 681.02 Site Plan: SP-2021-0328C Site Plan Exp.: 01/09/27 Max Bld height: 30 Actual Bld height: 30-0 required parking: 2.,2026-03-06,1,2,13209 KEEFER DR,78652,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13664687,13209 KEEFER DRIVE,NA,Austin,Texas,United States,1
5214 MONARDA MINT DR,Coolidge 1027-U-R New 2-Story Single Family Residence with (4) bedrooms (3) bathrooms Attached Garage Covered Patio & Porch Cafe & Loft,2026-02-12,1,2,5214 MONARDA MINT DR,78653,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13652417,5214 MONARDA MINT DRIVE,NA,Austin,Texas,United States,1
8708 PERISTYLE DR,"New construction of 2 story SFR with 4 beds 3.5 baths with attached 2 car garage covered entry porch and patio

PUD",2026-03-03,1,2,8708 PERISTYLE DR,78744,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13654851,8708 PERISTYLE DRIVE,NA,Austin,Texas,United States,1
5001 PECAN SPRINGS RD BLDG 20,New 3-story single family residence condo 3 bed/3.5 bath with attached garage covered patio  and balconies,2026-03-13,1,3,5001 PECAN SPRINGS RD BLDG 20,78723,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13669812,5001 PECAN SPRINGS ROAD BLDG 20,NA,Austin,Texas,United States,1
9317 CORVALLIS DR,Esparanza S426 C Left New - 1 Story SFR w/ 4 bedrooms 3 bathrooms attached 2 car garage covered entry porch and patio required parking: 2.,2026-02-13,1,1,9317 CORVALLIS DR,78747,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13654385,9317 CORVALLIS DRIVE,NA,Austin,Texas,United States,1
2503 S 4TH ST BLDG 3,Bldg 3 New 2-story single family residence 2 bed/2 bath with covered porch and balcony,2026-02-25,1,2,2503 S 4TH ST BLDG 3,78704,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13659937,2503 SOUTH 4TH STREET BLDG 3,NA,Austin,Texas,United States,1
9317 BOATHOUSE DR,New construction single-family residential 1-story 3 bedroom 2.5 bath with attached 2-car garage covered front porch and covered rear patio.,2026-03-10,1,1,9317 BOATHOUSE DR,78744,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13667159,9317 BOATHOUSE DRIVE,NA,Austin,Texas,United States,1
5903 SILENT NOVA VW,New construction of SFR Condo with 6 beds 6.5 baths covered patio covered porch and covered front deck with 3 car attached tandem garage,2026-03-19,1,2,5903 SILENT NOVA VW,78730,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13672405,5903 SILENT NOVA VW,NA,Austin,Texas,United States,1
5912 HAROLD CT UNIT 108,New 3-story townhouse condominium residential building with three units. Unit 108 with (2) bedrooms (2.5) bathrooms attached garage attached carport storage room attic and covered patios.,2026-02-17,1,3,5912 HAROLD CT UNIT 108,78721,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12629625,5912 HAROLD CT UNIT 108,NA,Austin,Texas,United States,1
13009 STAYWELL WAY,2410AL NEW 2 STORY 4 BEDROOM 2 1/2 BATH SINGLE FAMILY RESIDENTIAL HOME WITH ATTACHED GARAGE COVERED FRONT PORCH AND REAR PATIO,2026-03-09,1,2,13009 STAYWELL WAY,78617,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13665735,13009 STAYWELL WAY,NA,Austin,Texas,United States,1
1403 S QUINLAN PARK RD,New construction of 2 story SFR with 5 bedrooms and 5 bathrooms. attached garage,2026-03-18,1,2,1403 S QUINLAN PARK RD,78732,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13671583,1403 SOUTH QUINLAN PARK ROAD,NA,Austin,Texas,United States,1
13102 INCLINE DR,Galloway 3312 B Left New - 1 Story SFR CONDOMINUM w/ 3 bedrooms 2 bathrooms attached 2 car garage covered entry porch and patio FFE: 688.98 Site Plan: SP-2021-0328C Site Plan Exp.: 01/09/27 Max Bld height: 22-5 Actual Bld height: 22-5 required parking: 2.,2026-02-27,1,1,13102 INCLINE DR,78652,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13661712,13102 INCLINE DRIVE,NA,Austin,Texas,United States,1
5100 SEA SALT DR,Caprock S405 B Left New - 2 Story SFR w/ 5 bedrooms 3 bathrooms attached 2 car garage covered entry porch and patio required parking: 2.,2026-03-11,1,2,5100 SEA SALT DR,78747,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13667292,5100 SEA SALT DRIVE,NA,Austin,Texas,United States,1
6203 SHOALWOOD AVE,ePlan: Residential Expedited Review - New construction of a 2-Story Single Family Res. [5bed 4.5bath] with Attached Carport.,2026-02-11,1,2,6203 SHOALWOOD AVE,78757,7,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13651823,6203 SHOALWOOD AVE,NA,Austin,Texas,United States,1
8812 FALLKILL DR,New Construction single-family residential 2-story 4 bedroom 3.5 bath with attached 3-car garage covered front porch and covered rear patio.,2026-03-03,1,2,8812 FALLKILL DR,78744,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13662999,8812 FALLKILL DRIVE,NA,Austin,Texas,United States,1
1105 MAUFRAIS ST,ePlan: Residential Expedited Review - New construction of a 1-Story Single Family Res. [2bed 3bath],2026-03-13,1,1,1105 MAUFRAIS ST,78703,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13669964,1105 MAUFRAIS STREET,NA,Austin,Texas,United States,1
7051 MEADOW LAKE BLVD UNIT 7101,7101: New construction single family residential 2-story 3 bedroom 2.5 bath with covered front porch and covered rear patio.,2026-03-03,1,2,7051 MEADOW LAKE BLVD UNIT 7101,78744,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13169039,7051 MEADOW LAKE BOULEVARD UNIT 7101,NA,Austin,Texas,United States,1
1209 ETERNITY TER,ePlan: Residential Expedited Review - New construction of a 2-Story Single Family Res. [5bed 5.5bath] with Attached Garage.,2026-03-11,1,2,1209 ETERNITY TER,78746,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13668051,1209 ETERNITY TER,NA,Austin,Texas,United States,1
703 ORLAND BLVD BLDG 1,ePlan: Residential Expedited Review - New THREE UNIT RES. Bldg 1 New construction of a 2-Story Single Family Res. [3bed 2.5bath] with Attached Garage,2026-03-10,1,2,703 ORLAND BLVD BLDG 1,78745,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13663772,703 ORLAND BOULEVARD BLDG 1,NA,Austin,Texas,United States,1
1911 PEOPLES ST,New 2-story 2 bedroom 1.5 bathroom dwelling unit with attached garage and covered front porch.,2026-03-20,1,2,1911 PEOPLES ST,78702,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13592215,1911 PEOPLES STREET,NA,Austin,Texas,United States,1
4204 ENDURANCE WAY,*S.M.A.R.T. HOUSING* *GREEN BUILDING* ePlan: Residential Expedited Review - New construction of a 3-Story Townhome [3bed 3.5bath] with Attached Garage. 4204 ENDURANCE WAY,2026-03-16,1,3,4204 ENDURANCE WAY,78731,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13667216,4204 ENDURANCE WAY,NA,Austin,Texas,United States,1
7001 STITZEL WELLER DR,*Green Building* New 2-story 4 bedroom 3.5 bathroom single family residence with attached garage covered side porch and rear covered patio.,2026-02-27,1,2,7001 STITZEL WELLER DR,78744,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13648392,7001 STITZEL WELLER DRIVE,NA,Austin,Texas,United States,1
5113 MONARDA MINT DR,Hubbard 1519-A-L New 2-Story Single Family Residence with (4) bedrooms (3.5) bathrooms Attached Garage Covered Patio & Porch Cafe,2026-03-12,1,2,5113 MONARDA MINT DR,78653,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13666461,5113 MONARDA MINT DRIVE,NA,Austin,Texas,United States,1
8905 PEAFOWL ST,"New SFR 2- Story 4 bedroom 3 bath with attached 2-car garage covered front porch and covered rear patio

PUD",2026-03-18,1,2,8905 PEAFOWL ST,78744,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13671053,8905 PEAFOWL STREET,NA,Austin,Texas,United States,1
901 SHADY LN,ePlan: Residential Expedited Review - TWO UNIT BLDG 1 New construction of a 2-Story Single Family Res. [3bed 2.5bath] with attached carport,2026-03-12,1,2,901 SHADY LN,78702,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13658343,901 SHADY LANE,NA,Austin,Texas,United States,1
1942 WEBBERVILLE RD BLDG 1,Bldg #1 New 3-story dwelling unit 4 bed/4 bath with attached garage covered porch and balcony,2026-02-27,1,3,1942 WEBBERVILLE RD BLDG 1,78721,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13529015,1942 WEBBERVILLE ROAD BLDG 1,NA,Austin,Texas,United States,1
600 GAYLOR ST,"600 Gaylor St (Bldg B) New 2-story dwelling unit 2 bed/2.5 bath with attached carport covered porch balcony and terrace

Main plans with 602 Gaylor St",2026-02-23,1,2,600 GAYLOR ST,78752,4,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13623677,600 GAYLOR STREET,NA,Austin,Texas,United States,1
1216 ETERNITY TER,ePlan: Residential Expedited Review - New construction of a 2-Story Single Family Res. [5bed 6bath] with Attached Garage,2026-03-19,1,2,1216 ETERNITY TER,78746,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13672741,1216 ETERNITY TER,NA,Austin,Texas,United States,1
4516 BEACON BAY DR,Garner S401 C Left New - 1 Story SFR w/ 3 bedrooms 2 bathrooms attached 2 car garage covered entry porch and patio required parking: 2.,2026-03-11,1,1,4516 BEACON BAY DR,78747,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13667283,4516 BEACON BAY DRIVE,NA,Austin,Texas,United States,1
4411 MOUNT VERNON DR UNIT B,ePlan: Residential Expedited Review - New construction of a 3-Story Duplex [3bed 2.5bath] with attached Carport and Autofill Pool. 4411 Mount Vernon Dr Unit B,2026-02-25,1,3,4411 MOUNT VERNON DR UNIT B,78745,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13644962,4411 MOUNT VERNON DRIVE UNIT B,NA,Austin,Texas,United States,1
8917 PALLAS CAT DR,*Green Building* New 2-story 4 bedroom 3 bathroom single family residence with attached garage covered front porch and rear covered patio.,2026-02-12,1,2,8917 PALLAS CAT DR,78744,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13653304,8917 PALLAS CAT DRIVE,NA,Austin,Texas,United States,1
3004 GREENLAWN PKWY,ePlan: Residential Expedited Review - New construction of a 2-Story Single Family Res. [5bed 4bath] with Habitable Attic Attached Garage,2026-02-21,1,2,3004 GREENLAWN PKWY,78757,7,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13658639,3004 GREENLAWN PKWY,NA,Austin,Texas,United States,1
13312 KINCANE DR,2458BL NEW 2 STORY 4 BEDROOM 3 1/2 BATH SINGLE FAMILY RESIDENTIAL HOME WITH ATTACHED GARAGE COVERED FRONT PORCH AND REAR PATIO,2026-03-11,1,2,13312 KINCANE DR,78617,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13667203,13312 KINCANE DRIVE,NA,Austin,Texas,United States,1
917 TILLERY ST--BLDG 2,ePlan: Residential Expedited Review - New construction of a 3-Story Single Family Res. [3bed 3.5bath] with Attached Carport. Bldg 2,2026-03-18,1,3,917 TILLERY ST BLDG 2,78702,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13670892,917 TILLERY STREET BLDG 2,NA,Austin,Texas,United States,1
7051 MEADOW LAKE BLVD UNIT 7102,7102: New construction single family residential 2-story 3 bedroom 2.5 bath with covered front porch and covered rear patio.,2026-03-03,1,2,7051 MEADOW LAKE BLVD UNIT 7102,78744,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13169040,7051 MEADOW LAKE BOULEVARD UNIT 7102,NA,Austin,Texas,United States,1
1207 PEREZ ST BLDG 1,ePlan: Residential Expedited Review - New construction of a 2-Story Single Family Res. [3bed 2.5bath] with Attached Garage. Bldg 1,2026-03-06,1,2,1207 PEREZ ST BLDG 1,78721,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13634483,1207 PEREZ STREET BLDG 1,NA,Austin,Texas,United States,1
6413 BRADSHER DR BLDG 2,ePlan: Residential Expedited Review - New construction of a THREE-UNIT RES. Bldg 2 2-Story [3bed 2.5bath] with attached Garage.,2026-03-17,1,2,6413 BRADSHER DR BLDG 2,78745,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13661365,6413 BRADSHER DRIVE BLDG 2,NA,Austin,Texas,United States,1
2201 CANTERBURY ST UNIT B,UNIT 2 INCLUDES A BATHROOM KITCHENETTE AND BASEMENT.,2026-02-17,1,2,2201 CANTERBURY ST UNIT B,78702,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13641078,2201 CANTERBURY STREET UNIT B,NA,Austin,Texas,United States,1
13212 KEEFER DR,Highland 3313 A Right New - 1 Story SFR CONDOMINUM w/ 4 bedrooms 2 bathrooms attached 2 car garage covered entry porch and patio FFE: 680.79 Site Plan: SP-2021-0328C Site Plan Exp.: 01/09/27 Max Bld height: 21-10 Actual Bld height: 21-10 required parking: 2.,2026-03-16,1,1,13212 KEEFER DR,78652,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13669998,13212 KEEFER DRIVE,NA,Austin,Texas,United States,1
904 W ELIZABETH ST,ePlan: Residential Expedited Review - New construction of a 2-Story Single Family Res. [4bed 4bath] with Habitable Attic,2026-02-25,1,3,904 W ELIZABETH ST,78704,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13660577,904 WEST ELIZABETH STREET,NA,Austin,Texas,United States,1
1306 RAMBLING ROSE RD,"New construction of a 2-story single family dwelling in a condo regime. 3 Bedroom 2.5 Bath with attached 2 car garage

Revision 1: The building footprint and floor plan for this lot have been revised. The updated design is a 3-bedroom 2.5-bath residence with an attached garage and rear covered patio. All submitted plans have been updated to reflect these changes. The revised building footprint remains within the allowable building footprint per the approved Site Plan.",2026-03-12,1,2,1306 RAMBLING ROSE RD,78745,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13646867,1306 RAMBLING ROSE ROAD,NA,Austin,Texas,United States,1
4520 BRIDAL VEIL DR,Caprock S405 B Left New - 2 Story SFR w/ 5 bedrooms 3 bathrooms attached 2 car garage covered entry porch and patio required parking: 2.,2026-03-10,1,2,4520 BRIDAL VEIL DR,78747,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13666124,4520 BRIDAL VEIL DRIVE,NA,Austin,Texas,United States,1
4704 LAVA ISLAND DR,Eisenhower S406 C Left New - 2 Story SFR w/ 5 bedrooms 3 bathrooms attached 2 car garage covered entry porch and patio required parking: 2.,2026-03-12,1,2,4704 LAVA ISLAND DR,78747,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13668438,4704 LAVA ISLAND DRIVE,NA,Austin,Texas,United States,1
9803 RIBELIN RANCH CT BLDG 25,New construction of single building based on Volume Builder Approved (2024-067871 VB 2025-097666 PR) Plan 14-EB-R. This is a 2 Story building with height of 31-7 and 2983.90 square feet.,2026-03-12,1,2,9803 RIBELIN RANCH CT BLDG 25,78750,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13667168,9803 RIBELIN RANCH CT BLDG 25,NA,Austin,Texas,United States,1
13108 INCLINE DR,Estonian 3316 A Left New - 2 Story SFR CONDOMINUM w/ 4 bedrooms 3 bathrooms attached 2 car garage covered entry porch and patio FFE: 691.88 Site Plan: SP-2021-0328C Site Plan Exp.: 01/09/27 Max Bld height: 30 Actual Bld height: 30-0 required parking: 2.,2026-03-06,1,2,13108 INCLINE DR,78652,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13664673,13108 INCLINE DRIVE,NA,Austin,Texas,United States,1
